family	packageId	mod	kind	defName	label	status	factions	addedTags	existingWeaponTags	existingApparelTags	reason	sourceFile
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Merc_Adventurer_Outfit	Merc Adventurer Outfit	assigned	slavers and forced laborers	FIPA_Pool_Slave		FCP_Raider_Apparel,FCP_Slaver_Apparel,FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Merc_Charmer_Dress	Merc Charmer Dress	assigned	slavers and forced laborers	FIPA_Pool_Slave		FCP_Raider_Apparel,FCP_Slaver_Apparel,FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Merc_Charmer_Suit	Merc Charmer Suit	assigned	slavers and forced laborers	FIPA_Pool_Slave		FCP_Raider_Apparel,FCP_Slaver_Apparel,FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Merc_Cruiser_Outfit	Merc Cruiser Outfit	assigned	slavers and forced laborers	FIPA_Pool_Slave		FCP_Raider_Apparel,FCP_Slaver_Apparel,FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Metal_Armor	Metal Armor	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Military_Fatigues	Military Fatigues	assigned	US Army-equipped forces; Whitespring non-power-armored soldiers; generic wastelanders; raiders; settlements	FIPA_Pool_EnclaveTrooper,FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_USArmy,FIPA_Pool_WastelanderGeneric		FCP_Pre_War_Apparel,FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Mistress_Mystery	Mistress of Mystery Costume	unique_or_quest_only		FIPA_Special_Costume		FCP_Pre_War_Costume	Collectible or named pre-war costume; excluded from random pawns.	D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Naughty_Nightgown	Naughty Nightgown	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		FCP_Pre_War_Apparel,FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Naughty_Nightwear	Naughty Nightwear	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		FCP_Pre_War_Apparel,FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Prospector_Outfit	Prospector Outfit	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Prostitute_Outfit_Female	Prostitute Outfit Female	assigned	slavers and forced laborers	FIPA_Pool_Slave		FCP_Slaves_New_Vegas_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Prostitute_Outfit_Male	Prostitute Outfit Male	assigned	slavers and forced laborers	FIPA_Pool_Slave		FCP_Slaves_New_Vegas_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Radiation_Suit	Radiations Suit	assigned	Whitespring scientists; controlled and crazed vaults	FIPA_Pool_EnclaveScientist,FIPA_Pool_VaultHighTech		FCP_Radiation_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Radiations_Suit_Helmet	Radiation Suit Helmet	assigned	Whitespring scientists; controlled and crazed vaults	FIPA_Pool_EnclaveScientist,FIPA_Pool_VaultHighTech		FCP_Radiation_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Headgear.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Red_Rocket_Overalls	Red Rocket Overalls	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		FCP_Pre_War_Apparel,FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Reinforced_Combat_Armor	Reinforced Combat Armor	assigned	US Army-equipped forces; controlled and crazed vaults; raider fighters; settlement guards	FIPA_Pool_Raider,FIPA_Pool_SettlerGuard,FIPA_Pool_USArmy,FIPA_Pool_VaultHighTech		FCP_Combat_Armor,FCP_Combat_Armor_Reinforced		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Reinforced_Combat_Armor_Helmet	Reinforced Combat Armor Helmet	assigned	US Army-equipped forces; controlled and crazed vaults; raider fighters; settlement guards	FIPA_Pool_Raider,FIPA_Pool_SettlerGuard,FIPA_Pool_USArmy,FIPA_Pool_VaultHighTech		FCP_Combat_Armor_Reinforced		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Headgear.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Reinforced_Combat_Armor_Helmet_Mk_II	Reinforced Combat Armor Helmet	assigned	US Army-equipped forces; controlled and crazed vaults; raider fighters; settlement guards	FIPA_Pool_Raider,FIPA_Pool_SettlerGuard,FIPA_Pool_USArmy,FIPA_Pool_VaultHighTech		FCP_Combat_Armor_Reinforced_MK_II		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Headgear.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Reinforced_Combat_Armor_II	Reinforced Combat Armor II	assigned	US Army-equipped forces; controlled and crazed vaults; raider fighters; settlement guards	FIPA_Pool_Raider,FIPA_Pool_SettlerGuard,FIPA_Pool_USArmy,FIPA_Pool_VaultHighTech		FCP_Apparel,FCP_Combat_Armor,FCP_Combat_Armor_Reinforced_MK_II		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Rivet_City_Security_Armor	Rivet City Security Armor	assigned	US Army-equipped forces; controlled and crazed vaults; raider fighters; settlement guards	FIPA_Pool_Raider,FIPA_Pool_SettlerGuard,FIPA_Pool_USArmy,FIPA_Pool_VaultHighTech		FCP_Combat_Armor,FCP_Combat_Armors		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Rivet_City_Security_Helmet	Rivet City Security Helmet	assigned	US Army-equipped forces; controlled and crazed vaults; raider fighters; settlement guards	FIPA_Pool_Raider,FIPA_Pool_SettlerGuard,FIPA_Pool_USArmy,FIPA_Pool_VaultHighTech		FCP_Combat_Armors		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Headgear.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Settler_Female_Outfit	Settler Female Outfit	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Settler_Male_Outfit	Settler Male Outfit	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Sheriff_Duster	Sheriff Duster	assigned	Nova Arizona lawmen; settlement leaders and guards	FIPA_Pool_ArizonaCowboy,FIPA_Pool_Settler,FIPA_Pool_SettlerGuard		FCP_Wastelander_Apparel_Sheriff		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Sheriff_Hat	Sheriff Hat	assigned	Nova Arizona lawmen; settlement leaders and guards	FIPA_Pool_ArizonaCowboy,FIPA_Pool_Settler,FIPA_Pool_SettlerGuard		FCP_Wastelander_Sheriff		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Headgear.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Silver_Shroud	Silver Shroud Costume	unique_or_quest_only		FIPA_Special_Costume		FCP_Pre_War_Costume	Collectible or named pre-war costume; excluded from random pawns.	D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Slave_Bandana	Slave Bandana	assigned	slavers and forced laborers	FIPA_Pool_Slave		FCP_Slave_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Headgear.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Slave_Rag_Hood	Slave Rag Hood	assigned	slavers and forced laborers	FIPA_Pool_Slave		FCP_Slave_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Headgear.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Slave_Rags	Slave Rags	assigned	slavers and forced laborers	FIPA_Pool_Slave		FCP_Slave_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Slave_Scarf_Hat	Slave Scarf Hat	assigned	slavers and forced laborers	FIPA_Pool_Slave		FCP_Slave_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Headgear.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Spring_Pre_War_Dress	Spring Pre War Dress	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		FCP_Pre_War_Apparel,FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Spring_Pre_War_Shirt	Spring Pre War Shirt	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		FCP_Pre_War_Apparel,FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Surveyor_Outfit	Surveyor Outfit	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_The_Inspector	The Inspector Costume	unique_or_quest_only		FIPA_Special_Costume		FCP_Pre_War_Costume	Collectible or named pre-war costume; excluded from random pawns.	D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Wasteland_Doctor_Outfit	Wasteland Doctor Outfit	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Wasteland_Wanderer_Outfit	Wasteland Wanderer Outfit	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		FCP_Raider_Apparel,FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Apparel.xml
FCP	Rick.FCP.Wastelanders	FCP - Wastelanders	apparel	FCP_Apparel_Wrapped_Cap	Wrapped Cap	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		FCP_Wastelander_Apparel		D:\Steam\steamapps\common\RimWorld\Mods\FCP-Wastelanders\1.6\Defs\ThingDefs_Apparel\ThingDefs_Wastelander_Headgear.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_AdvancedHelmet	flak helmet	assigned	US Army-equipped forces; Whitespring Enclave fallback; controlled and crazed vaults; raider fighters; settlement guards	FIPA_Pool_EnclaveFallback,FIPA_Pool_Raider,FIPA_Pool_SettlerGuard,FIPA_Pool_USArmy,FIPA_Pool_VaultHighTech		IndustrialMilitaryAdvanced		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Headgear.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_ArmorHelmetRecon	recon helmet	assigned	controlled and crazed vaults	FIPA_Pool_VaultHighTech		SpacerMilitary		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Headgear.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_ArmorRecon	recon armor	assigned	controlled and crazed vaults	FIPA_Pool_VaultHighTech		SpacerMilitary		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Various.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_BasicShirt	T-shirt	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		IndustrialBasic		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Various.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_BowlerHat	bowler hat	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		IndustrialBasic,Western		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Headgear.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_Cape	cape	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		Cape,Royal,RoyalTier2,RoyalTier5		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Various.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_ClothMask	face mask	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric				D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Headgear.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_CollarShirt	button-down shirt	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		IndustrialBasic		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Various.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_CowboyHat	cowboy hat	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		IndustrialBasic,Western		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Headgear.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_Duster	duster	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		IndustrialAdvanced		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Various.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_FirefoampopPack	firefoam pop pack	assigned	US Army-equipped forces; Whitespring Enclave fallback; controlled and crazed vaults; raider fighters; settlement guards	FIPA_Pool_EnclaveFallback,FIPA_Pool_Raider,FIPA_Pool_SettlerGuard,FIPA_Pool_USArmy,FIPA_Pool_VaultHighTech		BeltDefensePop		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Packs.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_FlakJacket	flak jacket	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		IndustrialAdvanced		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Various.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_FlakPants	flak pants	assigned	US Army-equipped forces; Whitespring Enclave fallback; controlled and crazed vaults; raider fighters; settlement guards	FIPA_Pool_EnclaveFallback,FIPA_Pool_Raider,FIPA_Pool_SettlerGuard,FIPA_Pool_USArmy,FIPA_Pool_VaultHighTech		IndustrialMilitaryBasic		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Various.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_FlakVest	flak vest	assigned	US Army-equipped forces; Whitespring Enclave fallback; controlled and crazed vaults; raider fighters; settlement guards	FIPA_Pool_EnclaveFallback,FIPA_Pool_Raider,FIPA_Pool_SettlerGuard,FIPA_Pool_USArmy,FIPA_Pool_VaultHighTech		IndustrialMilitaryBasic		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Various.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_HatHood	hood	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		BestowerHood		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Headgear.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_Jacket	jacket	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		IndustrialAdvanced		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Various.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_Pants	pants	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		IndustrialBasic		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Various.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_Parka	parka	assigned	Numen; S'Lanters; raiders; regional tribes	FIPA_Pool_Numen,FIPA_Pool_Raider,FIPA_Pool_Slanter,FIPA_Pool_Tribal		IndustrialBasic,Neolithic		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Various.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_PlateArmor	plate armor	unassigned_candidate				MedievalMilitary	Medieval/royal visual language has no retained Fallout faction; candidate for trader removal.	D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Various.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_PowerArmor	marine armor	assigned	controlled and crazed vaults	FIPA_Pool_VaultHighTech		SpacerMilitary		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Various.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_PowerArmorHelmet	marine helmet	assigned	controlled and crazed vaults	FIPA_Pool_VaultHighTech		SpacerMilitary		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Headgear.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_PsychicFoilHelmet	psychic foil helmet	assigned	US Army-equipped forces; Whitespring Enclave fallback; controlled and crazed vaults; raider fighters; settlement guards	FIPA_Pool_EnclaveFallback,FIPA_Pool_Raider,FIPA_Pool_SettlerGuard,FIPA_Pool_USArmy,FIPA_Pool_VaultHighTech		IndustrialMilitaryAdvanced,IndustrialMilitaryBasic,SpacerMilitary		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Headgear.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_PsychicInsanityLance	psychic insanity lance	utility_not_pawn_gear					Targeter, lance, or one-use utility; not random clothing.	D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Utility.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_PsychicShockLance	psychic shock lance	utility_not_pawn_gear					Targeter, lance, or one-use utility; not random clothing.	D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Utility.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_Robe	robe	assigned	generic wastelanders; raiders; settlements	FIPA_Pool_Raider,FIPA_Pool_Settler,FIPA_Pool_WastelanderGeneric		Robe		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Various.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_ShieldBelt	shield belt	assigned	US Army-equipped forces; Whitespring Enclave fallback; controlled and crazed vaults; raider fighters; settlement guards	FIPA_Pool_EnclaveFallback,FIPA_Pool_Raider,FIPA_Pool_SettlerGuard,FIPA_Pool_USArmy,FIPA_Pool_VaultHighTech		BeltDefense		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Belts.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_SimpleHelmet	simple helmet	assigned	US Army-equipped forces; Whitespring Enclave fallback; controlled and crazed vaults; raider fighters; settlement guards	FIPA_Pool_EnclaveFallback,FIPA_Pool_Raider,FIPA_Pool_SettlerGuard,FIPA_Pool_USArmy,FIPA_Pool_VaultHighTech		IndustrialMilitaryBasic		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Headgear.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_SmokepopBelt	smokepop pack	assigned	US Army-equipped forces; Whitespring Enclave fallback; controlled and crazed vaults; raider fighters; settlement guards	FIPA_Pool_EnclaveFallback,FIPA_Pool_Raider,FIPA_Pool_SettlerGuard,FIPA_Pool_USArmy,FIPA_Pool_VaultHighTech		BeltDefensePop		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Packs.xml
Vanilla	Ludeon.RimWorld	RimWorld Core	apparel	Apparel_TribalA	tribalwear	assigned	Numen; S'Lanters; raiders; regional tribes	FIPA_Pool_Numen,FIPA_Pool_Raider,FIPA_Pool_Slanter,FIPA_Pool_Tribal		Neolithic		D:\Steam\steamapps\common\RimWorld\Data\Core\Defs\ThingDefs_Misc\Apparel_Various.xml
